"Tuesday,01,Jan"
"Wednesday,02,Jan"
"Monday,21,Jan"
"Friday,01,Feb"
"Tuesday,05,Feb"
"Monday,04,Mar"
"Tuesday,12,Mar"
"Saturday,06,Apr"
"Wednesday,01,May"
"Wednesday,05,Jun"
"Tuesday,03,Sep"
"Sunday,27,Oct"
"Friday,01,Nov"
"Saturday,02,Nov"
"Wednesday,25,Dec"
